,key,cited,X,author,year,title,journal,dwn_.,Downloaded,Benchmarks_origins,Benchmarks_used,Solution_tech,Version,exact,heuristic,EA,sol_tech
75,"BOSCO A, 2013, OPTIM LETT","BELENGUER JM, 2006, COMPUT OPER RES;BELENGUER JM, 2003, COMPUT OPER RES;CORBERAN A, 2010, NETWORKS;GOUVEIA L, 2010, COMPUT OPER RES;SANTOS L, 2009, COMPUT OPER RES","BOSCO A, 2013, OPTIM LETT",BOSCO A;LAGANA D;MUSMANNO R;VOCATURO F,2013,MODELING AND SOLVING THE MIXED CAPACITATED GENERAL ROUTING PROBLEM,OPTIMIZATION LETTERS,27,1,gdb;val;mval;DI-NEARP,mggdb;mgval;mval;DI-NEARP,exact,,True,False,False,exact
76,"MARTINELLI R, 2013, COMPUT OPER RES","BALDACCI R, 2006, NETWORKS;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;LETCHFORD AN, 2009, COMPUT OPER RES;LONGO H, 2006, COMPUT OPER RES;POLACEK M, 2008, J HEURISTICS;MARTINELLI R, 2011, EXPERIMENTAL ALGORITHMS;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;SANTOS L, 2010, TRANSP RES PT B-METHODOL;TANG K, 2009, IEEE TRANS EVOL COMPUT;USBERTI FL, 2011, COMPUT OPER RES","MARTINELLI R, 2013, COMPUT OPER RES",MARTINELLI R;POGGI M;SUBRAMANIAN A,2013,IMPROVED BOUNDS FOR LARGE SCALE CAPACITATED ARC ROUTING PROBLEM,COMPUTERS \& OPERATIONS RESEARCH,102,1,kshs;gdb;val;bmcv,kshs;gdb;val;bmcv,exact,,True,False,False,exact
77,"LIU T, 2013, INT J PROD RES","BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CORBERAN A, 2010, NETWORKS;HERTZ A, 2000, OPER RES;LACOMME P, 2004, ANN OPER RES;POLACEK M, 2008, J HEURISTICS;USBERTI FL, 2013, COMPUT OPER RES;FUNG RYK, 2013, TRANSP RES PT E-LOGIST TRANSP REV;HERTZ A, 2001, TRANSP SCI;LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;LACOMME P, 2001, SIMULATION IN INDUSTRY 2001;SANTOS L, 2010, TRANSP RES PT B-METHODOL","LIU T, 2013, INT J PROD RES",LIU T;JIANG Z;GENG N,2013,A MEMETIC ALGORITHM WITH ITERATED LOCAL SEARCH FOR THE CAPACITATED ARC ROUTING PROBLEM,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,95,1,gdb;val;egl,gdb;val;egl,EA,,False,False,True,EA
78,"BACH L, 2013, COMPUT OPER RES","BELENGUER JM, 2003, COMPUT OPER RES;BOSCO A, 2013, OPTIM LETT;WOHLK S, 2006, COMPUT OPER RES","BACH L, 2013, COMPUT OPER RES",BACH L;HASLE G;WOHLK S,2013,"A LOWER BOUND FOR THE NODE, EDGE, AND ARC ROUTING PROBLEM",COMPUTERS \& OPERATIONS RESEARCH,9,1,gdb;val;egl;CBMix;DI-NEARP,BHW;DI-NEARP;CBMix,exact,,True,False,False,exact
79,"BARTOLINI E, 2013, OPER RES","BALDACCI R, 2006, NETWORKS;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;KIRLIK G, 2012, COMPUT OPER RES;LETCHFORD AN, 2009, COMPUT OPER RES;LONGO H, 2006, COMPUT OPER RES;SIPAHIOGLU A, 2010, ROBOT AUTON SYST;PARLAKTUNA O, 2009, 2009 IEEE CONTROL APPLICATIONS CCA \& INTELLIGENT CONTROL (ISIC), VOLS 1-3","BARTOLINI E, 2013, OPER RES",BARTOLINI E;CORDEAU JF;LAPORTE G,2013,AN EXACT ALGORITHM FOR THE CAPACITATED ARC ROUTING PROBLEM WITH DEADHEADING DEMAND,OPERATIONS RESEARCH,13,1,bmcv;egl;tcarp;egl;gdb;val;egl,2val;2bmcv;2egl;tcarp;tegl;tgb;tval;tegl,exact,,True,False,False,exact
80,"MONROY IM, 2013, DISCRET APPL MATH","AMAYA A, 2007, OPER RES LETT;BELENGUER JM, 2003, COMPUT OPER RES;CHU F, 2005, EUR J OPER RES;CORBERAN A, 2010, NETWORKS;HERTZ A, 2000, OPER RES;LACOMME P, 2005, EUR J OPER RES","MONROY IM, 2013, DISCRET APPL MATH",MONROY IM;AMAYA CA;LANGEVIN A,2013,THE PERIODIC CAPACITATED ARC ROUTING PROBLEM WITH IRREGULAR SERVICES,DISCRETE APPLIED MATHEMATICS,114,1,inso;insp;ins;gdb;val,ins;gdb;val;inso,Heuristic,,False,True,False,heuristic
81,"FUNG RYK, 2013, TRANSP RES PT E-LOGIST TRANSP REV","AMAYA A, 2007, OPER RES LETT;BALDACCI R, 2006, NETWORKS;BAUTISTA J, 2008, COMPUT OPER RES;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, EUR J OPER RES;CORBERAN A, 2010, NETWORKS;GREISTORFER P, 2003, COMPUT IND ENG;HERTZ A, 2000, OPER RES;LONGO H, 2006, COMPUT OPER RES;MOURAO MC, 2009, EUR J OPER RES;USBERTI FL, 2011, COMPUT OPER RES;HERTZ A, 2001, TRANSP SCI;LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;LACOMME P, 2001, SIMULATION IN INDUSTRY 2001","FUNG RYK, 2013, TRANSP RES PT E-LOGIST TRANSP REV",FUNG RYK;LIU R;JIANG Z,2013,A MEMETIC ALGORITHM FOR THE OPEN CAPACITATED ARC ROUTING PROBLEM,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,59,1,gdb;val;bmcv;random,o-gdb;o-val;o-C,EA,,False,False,True,EA
82,"BARTOLINI E, 2013, MATH PROGRAM","BALDACCI R, 2006, NETWORKS;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;CORBERAN A, 2010, NETWORKS;LETCHFORD AN, 2009, COMPUT OPER RES;LONGO H, 2006, COMPUT OPER RES;WOHLK S, 2006, COMPUT OPER RES;SANTOS L, 2010, TRANSP RES PT B-METHODOL","BARTOLINI E, 2013, MATH PROGRAM",BARTOLINI E;CORDEAU JF;LAPORTE G,2013,IMPROVED LOWER BOUNDS AND EXACT ALGORITHM FOR THE CAPACITATED ARC ROUTING PROBLEM,MATHEMATICAL PROGRAMMING,12,1,gdb;kshs;bmcv;egl;val;,gdb;kshs;bmcv;egl;val;,exact,,True,False,False,exact
83,"WANG J, 2013, 2013 IEEE WORKSHOP ON MEMETIC COMPUTING (MC)","LACOMME P, 2004, ANN OPER RES;FLEURY G, 2004, APPLICATIONS OF EVOLUTIONARY COMPUTING;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;TANG K, 2009, IEEE TRANS EVOL COMPUT","WANG J, 2013, 2013 IEEE WORKSHOP ON MEMETIC COMPUTING (MC)",WANG J;TANG K;YAO X,2013,A MEMETIC ALGORITHM FOR UNCERTAIN CAPACITATED ARC ROUTING PROBLEMS,2013 IEEE WORKSHOP ON MEMETIC COMPUTING (MC),160,1,val;gdb,ugdb;uval,EA,,False,False,True,EA
84,"MEI Y, 2013, 2013 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)","BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, EUR J OPER RES;LACOMME P, 2004, ANN OPER RES;POLACEK M, 2008, J HEURISTICS;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;TANG K, 2009, IEEE TRANS EVOL COMPUT","MEI Y, 2013, 2013 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)",MEI Y;LI X;YAO X,2013,DECOMPOSING LARGE-SCALE CAPACITATED ARC ROUTING PROBLEMS USING A RANDOM ROUTE GROUPING METHOD,2013 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC),109,1,egl-g,egl-g,EA,,False,False,True,EA
85,"DOULABI SHH, 2013, EUR J OPER RES","BELENGUER JM, 2006, COMPUT OPER RES;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;GOUVEIA L, 2010, COMPUT OPER RES;MOURAO MC, 2005, EUR J OPER RES;BELENGUER JM, 2010, TRANSP SCI;LAPORTE G, 2010, TRANSP SCI","DOULABI SHH, 2013, EUR J OPER RES",DOULABI SHH;SEIFI A,2013,LOWER AND UPPER BOUNDS FOR LOCATION-ARC ROUTING PROBLEMS WITH VEHICLE CAPACITY CONSTRAINTS,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,49,1,lpr;val,lpr;val,EA,,False,False,True,EA
86,"GRANDINETTI L, 2012, COMPUT OPER RES","BALDACCI R, 2006, NETWORKS;BELENGUER JM, 2006, COMPUT OPER RES;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;HERTZ A, 2000, OPER RES;LACOMME P, 2006, COMPUT OPER RES;LACOMME P, 2004, ANN OPER RES;LETCHFORD AN, 2009, COMPUT OPER RES;LONGO H, 2006, COMPUT OPER RES;SANTOS L, 2009, COMPUT OPER RES;WOHLK S, 2006, COMPUT OPER RES;DOERNER KF, 2004, ANT COLONY OPTIMIZATION AND SWARM INTELLIGENCE, PROCEEDINGS;HERTZ A, 2001, TRANSP SCI;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;SANTOS L, 2010, TRANSP RES PT B-METHODOL;TANG K, 2009, IEEE TRANS EVOL COMPUT;WOHLK S, 2008, VEHICLE ROUTING PROBLEM: LATEST ADVANCES AND NEW CHALLENGES","GRANDINETTI L, 2012, COMPUT OPER RES",GRANDINETTI L;GUERRIERO F;LAGANA D;PISACANE O,2012,AN OPTIMIZATION-BASED HEURISTIC FOR THE MULTI-OBJECTIVE UNDIRECTED CAPACITATED ARC ROUTING PROBLEM,COMPUTERS \& OPERATIONS RESEARCH,66,1,gdb;val;egl;kshs,gdb;val;egl;kshs,heuristic,,False,True,False,heuristic
87,"KIRLIK G, 2012, COMPUT OPER RES","BELENGUER JM, 2003, COMPUT OPER RES;BRANDAO J, 2008, COMPUT OPER RES;GHIANI G, 2010, J HEURISTICS;LACOMME P, 2004, ANN OPER RES;POLACEK M, 2008, J HEURISTICS;SIPAHIOGLU A, 2010, ROBOT AUTON SYST;HERTZ A, 2005, GRAPH THEORY, COMBINATORICS AND ALGORITHMS: INTERDISCIPLINARY APPLICATIONS;WOHLK S, 2008, VEHICLE ROUTING PROBLEM: LATEST ADVANCES AND NEW CHALLENGES","KIRLIK G, 2012, COMPUT OPER RES",KIRLIK G;SIPAHIOGLU A,2012,CAPACITATED ARC ROUTING PROBLEM WITH DEADHEADING DEMANDS,COMPUTERS \& OPERATIONS RESEARCH,76,1,gdb;val;egl,2gdb;2val;2egl,LS,,False,True,False,heuristic
88,"BODE C, 2012, OPER RES","BALDACCI R, 2006, NETWORKS;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CORBERAN A, 2010, NETWORKS;HERTZ A, 2000, OPER RES;LETCHFORD AN, 2009, COMPUT OPER RES;LONGO H, 2006, COMPUT OPER RES;POLACEK M, 2008, J HEURISTICS;LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;LACOMME P, 2001, SIMULATION IN INDUSTRY 2001;SANTOS L, 2010, TRANSP RES PT B-METHODOL","BODE C, 2012, OPER RES",BODE C;IRNICH S,2012,CUT-FIRST BRANCH-AND-PRICE-SECOND FOR THE CAPACITATED ARC-ROUTING PROBLEM,OPERATIONS RESEARCH,24,1,gdb;kshs;val;egl,gdb;kshs;val;egl,exact,,True,False,False,exact
89,"GONZALEZ S, 2012, 2012 WINTER SIMULATION CONFERENCE (WSC)","CHRISTIANSEN CH, 2009, OPER RES LETT;FLEURY G, 2005, J OPER RES SOC;LACOMME P, 2004, ANN OPER RES;FLEURY G, 2004, APPLICATIONS OF EVOLUTIONARY COMPUTING;LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;LACOMME P, 2001, SIMULATION IN INDUSTRY 2001;LAPORTE G, 2010, TRANSP SCI","GONZALEZ S, 2012, 2012 WINTER SIMULATION CONFERENCE (WSC)",GONZALEZ S;RIERA D;JUAN AA;ELIZONDO MG;FONSECA P,2012,SIM-RANDSHARP: A HYBRID ALGORITHM FOR SOLVING THE ARC ROUTING PROBLEM WITH STOCHASTIC DEMANDS,2012 WINTER SIMULATION CONFERENCE (WSC),62,1,gdb,s-gdb,heuristic,,False,True,False,heuristic
90,"LIU M, 2012, 2012 SIXTH INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTING (ICGEC)","LACOMME P, 2004, ANN OPER RES;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;TANG K, 2009, IEEE TRANS EVOL COMPUT","LIU M, 2012, 2012 SIXTH INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTING (ICGEC)",LIU M;RAY T,2012,A MEMETIC ALGORITHM WITH RANDOM KEY CROSSOVER AND MODIFIED NEIGHBORHOOD SEARCH FOR THE SOLUTION OF CAPACITATED ARC ROUTING PROBLEMS,2012 SIXTH INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTING (ICGEC),91,1,gdb;val;egl,gdb;val;egl,EA,,False,False,True,EA
91,"FENG L, 2012, 2012 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)","LACOMME P, 2004, ANN OPER RES;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5","FENG L, 2012, 2012 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)",FENG L;ONG YS;TSANG IWH;TAN AH,2012,AN EVOLUTIONARY SEARCH PARADIGM THAT LEARNS WITH PAST EXPERIENCES,2012 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC),53,1,egl,egl,EA,,False,False,True,EA
92,"WEISE T, 2012, PROCEEDINGS OF THE FOURTEENTH INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE","BRANDAO J, 2008, COMPUT OPER RES;HERTZ A, 2000, OPER RES;LACOMME P, 2004, ANN OPER RES;LACOMME P, 2004, ANN OPER RES;MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2011, IEEE TRANS EVOL COMPUT;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;TANG K, 2009, IEEE TRANS EVOL COMPUT","WEISE T, 2012, PROCEEDINGS OF THE FOURTEENTH INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE",WEISE T;DEVERT A;TANG K,2012,A DEVELOPMENTAL SOLUTION TO (DYNAMIC) CAPACITATED ARC ROUTING PROBLEMS USING GENETIC PROGRAMMING,PROCEEDINGS OF THE FOURTEENTH INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE,163,1,val;egl;egl-g,val;egl;egl-g,EA,,False,False,True,EA
93,"HUANG SH, 2012, AUTOM CONSTR","BALDACCI R, 2006, NETWORKS;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, J INTELL MANUF;GREISTORFER P, 2003, COMPUT IND ENG;HERTZ A, 2000, OPER RES;LACOMME P, 2004, ANN OPER RES;LONGO H, 2006, COMPUT OPER RES;BAUTISTA J, 2004, ANT COLONY OPTIMIZATION AND SWARM INTELLIGENCE, PROCEEDINGS;DOERNER KF, 2004, ANT COLONY OPTIMIZATION AND SWARM INTELLIGENCE, PROCEEDINGS;LACOMME P, 2004, ANN OPER RES;LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;LACOMME P, 2001, SIMULATION IN INDUSTRY 2001;SANTOS L, 2010, TRANSP RES PT B-METHODOL","HUANG SH, 2012, AUTOM CONSTR",HUANG SH;LIN PC,2012,MULTI-TREATMENT CAPACITATED ARC ROUTING OF CONSTRUCTION MACHINERY IN TAIWAN'S SMOOTH ROAD PROJECT,AUTOMATION IN CONSTRUCTION,72,1,gdb;val;real,gdb;val;real,ACO,,False,True,False,heuristic
94,"MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN","BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, J INTELL MANUF;CHU F, 2005, EUR J OPER RES;GREISTORFER P, 2003, COMPUT IND ENG;HERTZ A, 2000, OPER RES;LACOMME P, 2005, EUR J OPER RES;LACOMME P, 2004, ANN OPER RES;LONGO H, 2006, COMPUT OPER RES;POLACEK M, 2008, J HEURISTICS;HERTZ A, 2001, TRANSP SCI;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;TANG K, 2009, IEEE TRANS EVOL COMPUT","MEI Y, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN",MEI Y;TANG K;YAO X,2011,A MEMETIC ALGORITHM FOR PERIODIC CAPACITATED ARC ROUTING PROBLEM,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,108,1,gdb,gdb,EA,,False,False,True,EA
95,"USBERTI FL, 2011, COMPUT OPER RES","BELENGUER JM, 2006, COMPUT OPER RES;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CORBERAN A, 2010, NETWORKS;GOUVEIA L, 2010, COMPUT OPER RES;GREISTORFER P, 2003, COMPUT IND ENG;HERTZ A, 2000, OPER RES;LONGO H, 2006, COMPUT OPER RES;SANTOS L, 2009, COMPUT OPER RES;WOHLK S, 2006, COMPUT OPER RES;HERTZ A, 2001, TRANSP SCI","USBERTI FL, 2011, COMPUT OPER RES",USBERTI FL;FRANCA PM;MORELATO FRANCA AL,2011,THE OPEN CAPACITATED ARC ROUTING PROBLEM,COMPUTERS \& OPERATIONS RESEARCH,153,1,gdb;val,ogdb;oval;oA;oB,heuristic,,False,True,False,heuristic
96,"BRAYSY O, 2011, EXPERT SYST APPL","BELENGUER JM, 2006, COMPUT OPER RES;BAUTISTA J, 2004, ANT COLONY OPTIMIZATION AND SWARM INTELLIGENCE, PROCEEDINGS;BAUTISTA J, 2008, COMPUT OPER RES","BRAYSY O, 2011, EXPERT SYST APPL",BRAYSY O;MARTINEZ E;NAGATA Y;SOLER D,2011,THE MIXED CAPACITATED GENERAL ROUTING PROBLEM WITH TURN PENALTIES,EXPERT SYSTEMS WITH APPLICATIONS,30,1,ACVRP,ACVRP,exact;EA,,True,False,True,EA
97,"XING LN, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN","AMAYA A, 2007, OPER RES LETT;AMBERG A, 2000, EUR J OPER RES;BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, J INTELL MANUF;CHU F, 2005, EUR J OPER RES;GREISTORFER P, 2003, COMPUT IND ENG;HERTZ A, 2000, OPER RES;LACOMME P, 2006, COMPUT OPER RES;LACOMME P, 2005, EUR J OPER RES;LACOMME P, 2004, ANN OPER RES;POLACEK M, 2008, J HEURISTICS;BELENGUER JM, 2010, TRANSP SCI;LAPORTE G, 2010, TRANSP SCI;DOERNER KF, 2004, ANT COLONY OPTIMIZATION AND SWARM INTELLIGENCE, PROCEEDINGS;HERTZ A, 2001, TRANSP SCI;LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;LACOMME P, 2001, SIMULATION IN INDUSTRY 2001;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;REGHIOUI M, 2007, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;TANG K, 2009, IEEE TRANS EVOL COMPUT","XING LN, 2011, IEEE TRANS SYST MAN CYBERN PART B-CYBERN",XING LN;ROHLFSHAGEN P;CHEN YW;YAO X,2011,A HYBRID ANT COLONY OPTIMIZATION ALGORITHM FOR THE EXTENDED CAPACITATED ARC ROUTING PROBLEM,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,171,1,bmcv,bmcv,ACO,,False,True,False,heuristic
98,"ZACHARIADIS EE, 2011, EUR J OPER RES","ARCHETTI C, 2010, COMPUT OPER RES;BELENGUER JM, 2003, COMPUT OPER RES","ZACHARIADIS EE, 2011, EUR J OPER RES",ZACHARIADIS EE;KIRANOUDIS CT,2011,LOCAL SEARCH FOR THE UNDIRECTED CAPACITATED ARC ROUTING PROBLEM WITH PROFITS,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,177,1,val,p-val,LS,,False,True,False,heuristic
99,"MEI Y, 2011, IEEE TRANS EVOL COMPUT","AMBERG A, 2000, EUR J OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;CHU F, 2005, EUR J OPER RES;CORBERAN A, 2010, NETWORKS;GREISTORFER P, 2003, COMPUT IND ENG;HERTZ A, 2000, OPER RES;LACOMME P, 2006, COMPUT OPER RES;LACOMME P, 2005, EUR J OPER RES;LACOMME P, 2004, ANN OPER RES;POLACEK M, 2008, J HEURISTICS;HERTZ A, 2001, TRANSP SCI;MEI Y, 2009, IEEE TRANS SYST MAN CYBERN PART B-CYBERN;MEI Y, 2009, 2009 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-5;TANG K, 2009, IEEE TRANS EVOL COMPUT","MEI Y, 2011, IEEE TRANS EVOL COMPUT",MEI Y;TANG K;YAO X,2011,DECOMPOSITION-BASED MEMETIC ALGORITHM FOR MULTIOBJECTIVE CAPACITATED ARC ROUTING PROBLEM,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,107,1,gdb;egl;val,gdb;egl;val,EA,,False,False,True,EA
100,"XU H, 2011, EXPERT SYST APPL","AMBERG A, 2000, EUR J OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;LACOMME P, 2004, ANN OPER RES;LACOMME P, 2006, COMPUT OPER RES","XU H, 2011, EXPERT SYST APPL",XU H;ZHANG CH;TAN YA;LU J,2011,AN IMPROVED EVOLUTIONARY APPROACH TO THE EXTENDED CAPACITATED ARC ROUTING PROBLEM,EXPERT SYSTEMS WITH APPLICATIONS,172,1,egl;gdb;kshs;val,egl;gdb;kshs;val,EA,,False,False,True,EA
101,"TAGMOUTI M, 2011, TRANSP RES PT C-EMERG TECHNOL","CHRISTIANSEN CH, 2009, OPER RES LETT;FLEURY G, 2005, J OPER RES SOC;LONGO H, 2006, COMPUT OPER RES;FLEURY G, 2004, APPLICATIONS OF EVOLUTIONARY COMPUTING","TAGMOUTI M, 2011, TRANSP RES PT C-EMERG TECHNOL",TAGMOUTI M;GENDREAU M;POTVIN JY,2011,A DYNAMIC CAPACITATED ARC ROUTING PROBLEM WITH TIME-DEPENDENT SERVICE COSTS,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,146,1,random,random,VND,,False,True,False,heuristic
102,"MARTINELLI R, 2011, EXPERIMENTAL ALGORITHMS","BELENGUER JM, 2003, COMPUT OPER RES;BEULLENS P, 2003, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;HERTZ A, 2000, OPER RES;LACOMME P, 2004, ANN OPER RES;LETCHFORD AN, 2009, COMPUT OPER RES;LONGO H, 2006, COMPUT OPER RES;WOHLK S, 2006, COMPUT OPER RES;LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS;LACOMME P, 2001, SIMULATION IN INDUSTRY 2001;SANTOS L, 2010, TRANSP RES PT B-METHODOL","MARTINELLI R, 2011, EXPERIMENTAL ALGORITHMS",MARTINELLI R;PECIN D;POGGI M;LONGO H,2011,A BRANCH-CUT-AND-PRICE ALGORITHM FOR THE CAPACITATED ARC ROUTING PROBLEM,EXPERIMENTAL ALGORITHMS,101,1,egl,egl,exact,,True,False,False,exact
103,"TAGMOUTI M, 2010, COMPUT IND ENG","AMBERG A, 2000, EUR J OPER RES;BRANDAO J, 2008, COMPUT OPER RES;HERTZ A, 2000, OPER RES;LACOMME P, 2004, ANN OPER RES;FLEURY G, 2004, APPLICATIONS OF EVOLUTIONARY COMPUTING;HERTZ A, 2001, TRANSP SCI;LABADI N, 2008, ADVANCES IN COMPUTATIONAL INTELLIGENCE IN TRANSPORT, LOGISTICS, AND SUPPLY CHAIN MANAGEMENT;LABADI N, 2008, RECENT ADVANCES IN EVOLUTIONARY COMPUTATION FOR COMBINATORIAL OPTIMIZATION","TAGMOUTI M, 2010, COMPUT IND ENG",TAGMOUTI M;GENDREAU M;POTVIN JY,2010,A VARIABLE NEIGHBORHOOD DESCENT HEURISTIC FOR ARC ROUTING PROBLEMS WITH TIME-DEPENDENT SERVICE COSTS,COMPUTERS \& INDUSTRIAL ENGINEERING,145,1,gdb;egl,gdb;egl,VND,,False,True,False,heuristic
104,"ARCHETTI C, 2010, COMPUT OPER RES","BELENGUER JM, 2003, COMPUT OPER RES;HERTZ A, 2000, OPER RES;HERTZ A, 2001, TRANSP SCI","ARCHETTI C, 2010, COMPUT OPER RES",ARCHETTI C;FEILLET D;HERTZ A;SPERANZA MG,2010,THE UNDIRECTED CAPACITATED ARC ROUTING PROBLEM WITH PROFITS,COMPUTERS \& OPERATIONS RESEARCH,7,1,val,p-val,exact;TS;VNS,,True,True,False,heuristic
