PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
S	Labadi, Nacima; Prins, Christian; Reghioui, Mohamed						Fink, A; Rothlauf, F		GRASP with Path Relinking for the Capacitated Arc Routing Problem with Time Windows								ADVANCES IN COMPUTATIONAL INTELLIGENCE IN TRANSPORT, LOGISTICS, AND SUPPLY CHAIN MANAGEMENT		Studies in Computational Intelligence		144				111	135			10.1007/978-3-540-69390-1				2008	2008																		1860-949X		978-3-540-69024-5	WOS:000266823300006		
S	Labadi, Nacima; Prins, Christian; Reghioui, Mohamed						Cotta, C; VanHemert, J		An Evolutionary Algorithm with Distance Measure for the Split Delivery Capacitated Arc Routing Problem								RECENT ADVANCES IN EVOLUTIONARY COMPUTATION FOR COMBINATORIAL OPTIMIZATION		Studies in Computational Intelligence		153				275	294							2008	2008						7th European Conference on Evolutionary Computation in Combinatorial Optimization (EvoCOP 2007)7th European Conference on Evolutionary Computation in Combinatorial Optimization (EvoCOP 2007)	APR 11-13, 2007APR 11-13, 2007		Valencia, SPAINValencia, SPAIN									1860-949X		978-3-540-70806-3	WOS:000262163400017		
J	Lacomme, P; Prins, C; Ramdane-Cherif, W				Philippe, Lacomme PL/I-8459-2016	Philippe, Lacomme PL/0000-0001-6328-9479; PRINS, Christian/0000-0002-0184-0357			Competitive memetic algorithms for arc routing problems								ANNALS OF OPERATIONS RESEARCH				131	1-4			159	185		10.1023/B:ANOR.0000039517.35989.6d					OCT 2004	2004																		0254-5330	1572-9338		WOS:000223535200008		
S	Lacomme, P; Prins, C; Ramdane-Cherif, W				Philippe, Lacomme PL/I-8459-2016	Philippe, Lacomme PL/0000-0001-6328-9479	Boers, EJW		A genetic algorithm for the capacitated arc routing problem and its extensions								APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS		LECTURE NOTES IN COMPUTER SCIENCE		2037				473	483							2001	2001						EvoWorkshops 2000EvoWorkshops 2000	APR 18-20, 2001APR 18-20, 2001	EvoNet, Network Excellence Evolut CompEvoNet, Network Excellence Evolut Comp	COMO, ITALYCOMO, ITALY									0302-9743		3-540-41920-9	WOS:000174203500049		
J	Lacomme, P.; Prins, C.; Sevaux, M.				Philippe, Lacomme PL/I-8459-2016	Philippe, Lacomme PL/0000-0001-6328-9479; Sevaux, Marc/0000-0003-3855-9072			A genetic algorithm for a bi-objective capacitated arc routing problem								COMPUTERS & OPERATIONS RESEARCH				33	12			3473	3493		10.1016/j.cor.2005.02.017					DEC 2006	2006																		0305-0548	1873-765X		WOS:000238606300009		
J	Lacomme, P; Prins, C; Ramdane-Cherif, W				Philippe, Lacomme PL/I-8459-2016	Philippe, Lacomme PL/0000-0001-6328-9479; PRINS, Christian/0000-0002-0184-0357			Evolutionary algorithms for periodic arc routing problems								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				165	2			535	553		10.1016/j.ejor.2004.04.021					SEP 1 2005	2005						8th International Workshop on Project Management and Scheduling8th International Workshop on Project Management and Scheduling	APR 03-05, 2002APR 03-05, 2002		Univ Valencia, Valencia, SPAINUniv Valencia, Valencia, SPAIN									0377-2217	1872-6860		WOS:000227660900021		
J	Laporte, G								Modeling and solving several classes of arc routing problems as traveling salesman problems								COMPUTERS & OPERATIONS RESEARCH				24	11			1057	1061		10.1016/S0305-0548(97)00013-0					NOV 1997	1997																		0305-0548			WOS:A1997XU56300007		
J	Letchford, AN; Eglese, RW					Eglese, Richard William/0000-0003-2781-9828; Letchford, Adam/0000-0002-3191-5006			The rural postman problem with deadline classes								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				105	3			390	400		10.1016/S0377-2217(97)00090-8					MAR 16 1998	1998																		0377-2217			WOS:000072095200002		
S	Letchford, AN; Reinelt, G; Theis, DO					Letchford, Adam/0000-0002-3191-5006	Bienstock, D; Nemhauser, G		A faster exact separation algorithm for blossom inequalities								INTEGER PROGRAMMING AND COMBINATORIAL OPTIMIZATION, PROCEEDINGS		LECTURE NOTES IN COMPUTER SCIENCE		3064				196	205							2004	2004						10th International Integer Programming and Combinatorial Optimization Conference10th International Integer Programming and Combinatorial Optimization Conference	JUN 07-11, 2004JUN 07-11, 2004	Bob& Betty Bixby; IBM; ILOG; Univ Columbia, Fu Fdn Sch Engn & Appl Sci; Math Programming SocBob& Betty Bixby; IBM; ILOG; Univ Columbia, Fu Fdn Sch Engn & Appl Sci; Math Programming Soc	New York, NYNew York, NY									0302-9743		3-540-22113-1	WOS:000222230000015		
J	Longo, H; de Aragao, MP; Uchoa, E				Uchoa, Eduardo/F-7193-2011	Uchoa, Eduardo/0000-0002-8687-2613			Solving capacitated arc routing problems using a transformation to the CVRP								COMPUTERS & OPERATIONS RESEARCH				33	6			1823	1837		10.1016/j.cor.2004.11.020					JUN 2006	2006																		0305-0548	1873-765X		WOS:000234338400018		
J	MALANDRAKI, C; DASKIN, MS				Daskin, Mark/B-7458-2009; Daskin, Mark/T-8913-2018	Daskin, Mark/0000-0001-5509-2588			THE MAXIMUM BENEFIT CHINESE POSTMAN PROBLEM AND THE MAXIMUM BENEFIT TRAVELING SALESMAN PROBLEM								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				65	2			218	234		10.1016/0377-2217(93)90335-K					MAR 12 1993	1993																		0377-2217			WOS:A1993KR32700007		
S	Maniezzo, Vittorio; Roffilli, Matteo					maniezzo, vittorio/0000-0002-1220-1235	Cotta, C; VanHemert, J		Algorithms for Large Directed Capacitated Arc Routing Problem Instances Urban Solid Waste Collection Operational Support								RECENT ADVANCES IN EVOLUTIONARY COMPUTATION FOR COMBINATORIAL OPTIMIZATION		Studies in Computational Intelligence		153				259	274							2008	2008						7th European Conference on Evolutionary Computation in Combinatorial Optimization (EvoCOP 2007)7th European Conference on Evolutionary Computation in Combinatorial Optimization (EvoCOP 2007)	APR 11-13, 2007APR 11-13, 2007		Valencia, SPAINValencia, SPAIN									1860-949X		978-3-540-70806-3	WOS:000262163400016		
J	Marzolf, Fabien; Trepanier, Martin; Langevin, Andre				Langevin, Andre/L-6176-2019				Road network monitoring: algorithms and a case study								COMPUTERS & OPERATIONS RESEARCH				33	12			3494	3507		10.1016/j.cor.2005.02.040					DEC 2006	2006																		0305-0548	1873-765X		WOS:000238606300010		
J	Moreira, Luis A.; Oliveira, Jose F.; Gomes, A. Miguel; Ferreira, J. Soeiro				Oliveira, Jose Fernando/C-3820-2018; Gomes, A. Miguel/B-9185-2009; Moreira, Luis/M-7755-2013	Oliveira, Jose Fernando/0000-0002-4061-1311; Gomes, A. Miguel/0000-0002-6251-2496; Moreira, Luis/0000-0002-8426-6871; Soeiro Ferreira, Jose/0000-0002-7552-9924			Heuristics for a dynamic rural postman problem								COMPUTERS & OPERATIONS RESEARCH				34	11			3281	3294		10.1016/j.cor.2005.12.008					NOV 2007	2007																		0305-0548	1873-765X		WOS:000246878100007		
J	Mourao, Maria Candida; Nunes, Ana Catarina; Prins, Christian				Mourao, Maria Candida/P-4585-2016; Nunes, Ana Catarina/A-2148-2013	Mourao, Maria Candida/0000-0002-3891-6730; Nunes, Ana Catarina/0000-0002-4025-1985			Heuristic methods for the sectoring arc routing problem								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				196	3			856	868		10.1016/j.ejor.2008.04.025					AUG 1 2009	2009																		0377-2217			WOS:000263817600002		
J	Mourao, MC; Amado, L				Mourao, Maria Candida/P-4585-2016	Mourao, Maria Candida/0000-0002-3891-6730			Heuristic method for a mixed capacitated arc routing problem: A refuse collection application								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				160	1			139	153		10.1016/j.ejor.2004.01.023					JAN 1 2005	2005						Conference of the International-Federations-of-Operations-Research-SocietiesConference of the International-Federations-of-Operations-Research-Societies	JUL 08-12, 2002JUL 08-12, 2002	Int Federat Operat Res SocInt Federat Operat Res Soc	Edinburgh, SCOTLANDEdinburgh, SCOTLAND									0377-2217			WOS:000224168600011		
J	Mourao, MC; Almeida, MT				Mourao, Maria Candida/P-4585-2016	Mourao, Maria Candida/0000-0002-3891-6730; Almeida, Maria Teresa/0000-0002-9303-4407			Lower-bounding and heuristic methods for a refuse collection vehicle routing problem								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				121	2			420	434		10.1016/S0377-2217(99)00045-4					MAR 1 2000	2000																		0377-2217			WOS:000084664700015		
J	Muyldermans, L; Cattrysse, D; Van Oudheusden, D; Lotan, T					Cattrysse, Dirk/0000-0002-3421-888X			Districting for salt spreading operations								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				139	3			521	532	PII S0377-2217(01)00184-9	10.1016/S0377-2217(01)00184-9					JUN 16 2002	2002																		0377-2217	1872-6860		WOS:000174978400005		
J	Muyldermans, L; Cattrysse, D; Van Oudheusden, D					Cattrysse, Dirk/0000-0002-3421-888X			District design for arc-routing applications								JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY				54	11			1209	1221		10.1057/palgrave.jors.2601626					NOV 2003	2003																		0160-5682	1476-9360		WOS:000186161700009		
J	Muyldermans, L; Beullens, P; Cattrysse, D; Van Oudheusden, D					Cattrysse, Dirk/0000-0002-3421-888X			Exploring variants of 2-opt and 3-opt for the general routing problem								OPERATIONS RESEARCH				53	6			982	995		10.1287/opre.1040.0205					NOV-DEC 2005	2005																		0030-364X			WOS:000234756000007		
J	NADDEF, D; RINALDI, G					Rinaldi, Giovanni/0000-0003-0148-2470			THE SYMMETRICAL TRAVELING SALESMAN POLYTOPE AND ITS GRAPHICAL RELAXATION - COMPOSITION OF VALID INEQUALITIES								MATHEMATICAL PROGRAMMING				51	3			359	400		10.1007/BF01586945					OCT 1991	1991																		0025-5610			WOS:A1991GM35700005		
J	Pearn, WL; Chou, JB								Improved solutions for the Chinese postman problem on mixed networks								COMPUTERS & OPERATIONS RESEARCH				26	8			819	827		10.1016/S0305-0548(98)00092-6					JUL 1999	1999																		0305-0548	1873-765X		WOS:000079830400006		
J	PEARN, WL; ASSAD, A; GOLDEN, BL								TRANSFORMING ARC ROUTING INTO NODE ROUTING-PROBLEMS								COMPUTERS & OPERATIONS RESEARCH				14	4			285	288		10.1016/0305-0548(87)90065-7					1987	1987																		0305-0548			WOS:A1987H532400003		
J	Pearn, WL; Chiu, WC								Approximate solutions for the Maximum Benefit Chinese Postman Problem								INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE				36	13			815	822		10.1080/00207720500282292					OCT 20 2005	2005																		0020-7721	1464-5319		WOS:000233776700004		
J	Pearn, WL; Wang, KH								On the Maximum Benefit Chinese Postman Problem								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				31	4			269	273		10.1016/S0305-0483(03)00051-3					AUG 2003	2003																		0305-0483			WOS:000184583900003		
J	Prins, C.; Labadi, N.; Reghioui, M.								Tour splitting algorithms for vehicle routing problems								INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH				47	2			507	535	PII 905751178	10.1080/00207540802426599					2009	2009						12th IFAC/IFIP/IFORS/IEEE Symposium on Information Control Problems in Manufacturing (INCOM 2006)12th IFAC/IFIP/IFORS/IEEE Symposium on Information Control Problems in Manufacturing (INCOM 2006)	MAY 17-JUL 19, 2006MAY 17-JUL 19, 2006	IFAC; IFIP; IFORS; IEEEIFAC; IFIP; IFORS; IEEE	St Etienne, FRANCESt Etienne, FRANCE									0020-7543	1366-588X		WOS:000261092500012		
J	Raghavachari, B; Veerasamy, J								A 3/2-approximation algorithm for the mixed postman problem								SIAM JOURNAL ON DISCRETE MATHEMATICS				12	4			425	433		10.1137/S0895480197331454					1999	1999																		0895-4801	1095-7146		WOS:000084631100002		
J	Reinelt, G; Theis, DO								Transformation of facets of the general routing problem polytope								SIAM JOURNAL ON OPTIMIZATION				16	1			220	234		10.1137/040607307					2005	2005																		1052-6234			WOS:000232561600010		
J	Reinelt, Gerhard; Theis, Dirk Oliver								On the general routing polytope								DISCRETE APPLIED MATHEMATICS				156	3			368	384		10.1016/j.dam.2007.04.025					FEB 1 2008	2008						Combinatorial Optimisation 2004 ConferenceCombinatorial Optimisation 2004 Conference	MAR 28-31, 2004MAR 28-31, 2004		Lancaster Univ, Lancaster, ENGLANDLancaster Univ, Lancaster, ENGLAND									0166-218X			WOS:000253370100007		
J	Tagmouti, Mariam; Gendreau, Michel; Potvin, Jean-Yves				Gendreau, Michel/M-6235-2018; Gendreau, Michel/N-7950-2019	Gendreau, Michel/0000-0002-9262-3648; Gendreau, Michel/0000-0002-9262-3648			Arc routing problems with time-dependent service costs								EUROPEAN JOURNAL OF OPERATIONAL RESEARCH				181	1			30	39		10.1016/j.ejor.2006.06.028					AUG 16 2007	2007																		0377-2217			WOS:000245560400004		
J	WIN, Z								ON THE WINDY POSTMAN PROBLEM ON EULERIAN GRAPHS								MATHEMATICAL PROGRAMMING				44	1			97	112		10.1007/BF01587080					MAY 1989	1989																		0025-5610	1436-4646		WOS:A1989U824100007		
J	Wohlk, Sanne					Wohlk, Sanne/0000-0003-3847-7528			New lower bound for the capacitated arc routing problem								COMPUTERS & OPERATIONS RESEARCH				33	12			3458	3472		10.1016/j.cor.2005.02.015					DEC 2006	2006																		0305-0548	1873-765X		WOS:000238606300008		
J	Yan, H; Thompson, GL					YAN, Hong/0000-0002-0699-5470			Finding postal carrier walk paths in mixed graphs								COMPUTATIONAL OPTIMIZATION AND APPLICATIONS				9	3			229	247		10.1023/A:1018350224084					MAR 1998	1998																		0926-6003	1573-2894		WOS:000072146900002		
J	Yaoyuenyong, Kriangchai; Charnsethikul, Peerayuth								A Heuristic Algorithm for the Mixed Chinese Postman Problem								OPTIMIZATION AND ENGINEERING				3	2			157	187		10.1023/A:1020915403051					JUN 2002	2002																		1389-4420	1573-2924		WOS:000208095900005		
